00153BD3	matteo vasirani
7F1E27E5	mingyuhe jang
7F217D75	hirotoshi nakagawa
7F23DDD6	dakan wang
7F249615	casper r defiore
7F253E17	pummo ryu
7F2630E2	philippe martinet
7F2A2BC0	yuriko nomura
7F2B01C5	greg dunham
7F2CC429	jay bloom becker
7F30057C	hideo watanabe
7F326E5E	juifeng yeh
7F33B925	hirotaka hara
7F34DC6C	hungchih yang
7F36072E	f pozzi
7F364088	derek l g hill
7F365CD3	zakria hussain
7F3A2C27	a v w smith
7F3BC21A	amadou ba
7F3BC956	helene kirchner
7F3BCD85	felix c garcia lopez
7F3C6031	david w rogers
7F3EF043	feihu zhang
7F41210B	jianpeng cheng
7F43E46B	pedro barahona
7F454C3F	richard h lathrop
7F460BA6	carlton downey
7F462E7B	jamie costello
7F49477C	yannhui lee
7F4B3B45	walter bender
7F4BC092	mustafa suleyman
7F4C28B0	su han chan
7F4CBA21	chaogui kang
7F4E1790	m f smith
7F4FA4F1	ann irvine
7F525792	naomi inoue
7F5435B0	phill jenkins
7F5560B7	yujing guan
7F5728AF	lexi gao
7F574AC1	terry l jones
7F5863CA	patrick chiu
7F5B445A	rene donner
7F5E54A8	thilo gotz
7F63F755	chechun su
7F65B904	matheus de oliveira
7F65D07A	michele mostarda
7F6A3EA3	r a chaudhry
7F6AF091	chihwei hsu
7F6C3D40	allen p courtney
7F6D119C	kobi luz
7F6D3455	john b bowen
7F6E3C4C	seong g kong
7F6E6276	animesh mukherjee
7F6F4CE6	xingkun liu
7F6FD8FB	justin kessler
7F715021	gerard escudero
7F72342C	nolan lawson
7F73BF0D	yu hui he
7F74647E	carlo di bello
7F74CF03	donghyeon kim
7F751C8A	muhchyun tang
7F755350	j david schaffer
7F75B25E	yuzo ohta
7F770C3F	merwyn g taylor
7F77306E	w nie
7F7AB613	alan lu
7F7C816C	jose l rangel netto
7F7DDC2F	suin kim
7F7E10AE	maria wimmer
7F7FA07B	liming wang
7F7FE499	c christou
7F801FAD	marco almeida
7F852F19	steve k esser
7F856411	dave whittington
7F85AB2F	pedro v silva
7F85B36D	mantis h m cheng
7F86EC6A	christopher thrasher
7F8A9F6D	xiang li
7F8BD93B	yaorong ge
7F8BFFA4	jiaoyan chen
7F8D523D	deli zhao
7F8E1A6E	warren lee
7F8EE00C	ron kimmel
7F8EEE3F	liyue zhao
7F8F1FE8	meijuan gao
7F8F6590	markus muller
7F90237E	guillaume papa
7F90AB47	sarang joshi
7F91B053	anna wroblewska
7F92763F	suguru ueda
7F95C197	charles h anderson
7F9713A5	bryan b thompson
7F97A867	zhenghui gu
7F98B16A	hongyu su
7F9A78DE	hongkai zhao
7F9AA2B5	petr hajek
7F9AD298	michael r jenkin
7F9B5015	sakshi gupta
7FA0B18F	william martin
7FA1D8E0	swapna agarwal
7FA2144C	ajit singh
7FA2D3F4	evan archer
7FA335D7	sungjin ahn
7FA3DC3F	ted tao yuan
7FA57394	jesse thomason
7FA60276	y s wu
7FA86F9E	pushmeet kohli
7FACB507	sumeet katariya
7FAD580E	j y seo
7FAE9B6E	c schley
7FAEA362	dan klein
7FB29A6C	david nicolas racca
7FB2AEE7	thomas odonnell
7FB46F26	yongseog kim
7FB49940	you chen
7FB5AD3B	raja sengupta
7FB66599	xiaohu cheng
7FB66E8A	kay tan
7FB7C488	jenny liu
7FBB2672	mostafa g m mostafa
7FBC0A90	raghavender jandhyala
7FBCB5F9	adeline nazarenko
7FBD018D	xingjie wei
7FBD0BF1	nevin l zhang
7FBF2B85	siyu zhu
7FC2634E	moncef abbas
7FC35961	sebastien wong
7FC3A76B	ralf moller
7FC67B9D	joseph e collard
7FC6B3FF	ashok n srivastava
7FC7728B	paul p maglio
7FC980BC	joan codina
7FCB2F4B	d e morgan
7FCC2A55	akinobu lee
7FCC49D3	pabitra mitra
7FCCCACE	mo shan
7FCD53D0	yibiao zhao
7FCDC3CB	wenchih chen
7FCF5583	michael j white
7FD10B5B	dale miller
7FD11CD5	zhao jun
7FD1EA60	monica marrero
7FD5FDE3	daniel j butler
7FD6D069	bin xu
7FD7448C	mark w davis
7FDBD086	akira kotani
7FDE4A96	boyi xie
7FDF4DC1	john guiver
7FDF7494	maria chiara meo
7FE10B49	c mcclellan
7FE17EA3	weiwei hou
7FE2BD75	brian c ladd
7FE36868	morio nagata
7FE41CA4	andrew hume
7FE4414C	yao xiao
7FE5AB8C	m h nguyen
7FE788FB	tomokazu sato
7FE91F47	j a f leite
7FEA4862	andre valente
7FED8A0E	minyen kan
7FEE6C2C	jinli cao
7FEE6C51	delmar b davis
7FEFCEA4	kathryn macarthur
7FF05F52	vladimir dobrynin
7FF41880	rohan maheshwari
7FF6D69E	satoshi nakamura
7FF88980	mehwish nasim
7FF97ADA	michael li
7FF97F91	j p thornton
7FFE8584	richard l piazza
80032B3E	sujith ravi
8004390E	kary myers
8004E22E	tian xia
80066959	jay little
8008E9AB	magnus andersson
800AF9F0	peter t corbett
800B01F3	chunhao chen
800C8B8E	ashwin srinivasan
800D1628	eric c jensen
800D2C6C	ju yong chang
800EBE3E	sarah m miller
80109624	david abel
80110304	nic wilson
80112200	francesc benavent
8011A5C1	christian abele
801210DA	frederic d mckenzie
80121C27	cheolki kim
8012BD2D	rachel m bowden
8012E58B	sonya allin
8015412E	viktor larsson
80156528	peter b reich
8017A7AA	dhruv gupta
8017CF33	arindam biswas
8017EE4E	zhaolong ning
801AB72C	mark l fowler
801BF213	qian xiao
801D4855	tony hague
801DEC55	zhifei li
801DF5A5	yimin huang
802140F4	ang sun
8023B40E	jameson l toole
80278693	james levin
8028A54C	honghao ji
802A6AAC	yuji kawai
802AC16B	ioannis pavlidis
802D97F8	jorg meyer
802E2E58	pedro latorre carmona
802E8B08	cathryne stein
802EC0D7	lyndon nixon
80317249	stella frank
80342145	leemon c baird
8035D098	michael mohler
80368B00	benjamin rey
80369769	jana strakova
8036E8DE	abdul s sheikh
80379F8C	michael gilligan
80383417	inaki paz
8038FE93	il dong yun
80390021	junaid ahsenali chaudhry
803E1895	tomislav smuc
8040311E	kustaa kangas
8040DB38	mikael huss
80416BF4	ahmed eid
804251F4	liying guo
80428639	mohamed ramzy zakaria
80428FF5	chuanjun li
8042D15B	walter dees
8043B4AC	c g lawson
80449B61	marcus fontoura
804753CC	sanasam ranbir singh
804890ED	anita m flynn
8049669B	kai fan
804C2BE7	hui wang
804D6320	young j kim
804DBCD7	r e ellis
804E3F4F	amjad m daoud
80527920	gregory f sullivan
80532B8A	michael may
805361E8	annie lien
8053C947	alexander m franz
80552B9D	walter senn
8055C5CB	ruoxun fu
805657BC	michael docherty
8059C8FF	greg wayne
805B0D66	koichi ito
805C1B6B	christoph herrmann
805C9318	inmaculada perez de guzman
805D3811	ramdev kanapady
805D3D01	susanne greiner
805D994F	r a moran
805EBB94	hideaki maeda
805FC5D3	samuel j frame
80634E3A	maria barra
80657DD2	lin he
8066FA50	william h turkett
806BB17B	joshua huang
806D5474	louis gold
806D5C5C	sylvie billot
806FEAA3	mohamed ben ahmed
80706FC7	saikit yeung
80707CD7	madeline k b ross
80716711	jianwei ding
8073429A	b keith jenkins
807374D3	han yu
8074199D	romina altamirano
80749CF5	hong c leung
80752C91	zhiming ding
8075E397	jianfei wu
8077F158	myungcheol roh
807888D4	w d obrien
8079D1B1	mitsuru kakimoto
807A066C	antonio tristan vega
807ACFC8	michael a collins
807B0341	chris rowles
807BC143	sandra katz
807D151B	martin zinkevich and
807D8D59	pedro larranaga
807EC0AD	kaibo duan
807EDF81	dianwei liu
80801377	david rawn
8081AF99	suju rajan
808691E7	yi cao
808701BC	barbara paterson
8088168E	hanna m wallach
808867DF	k s sesh kumar
8088FC3E	xiaoling gu
80890AF7	dominique longin
808B3F0E	david b parrish
808C3415	tadasu uchiyama
808D3C2A	paul pruchnik
808D8D71	mozhdeh seifi
808E32DC	pierre poulin
808EB638	elizabeth broadbent
809043E6	christopher zach
8090FD79	tsutomu endo
8091ED2F	gilbert l peterson
8091FAC7	arnd christian konig
80935823	a e slade
809672BC	zhiwu lu
8097283A	l f abbott
809765E6	maria n moreno garcia
80983E05	jeonghoon park
8099182F	jason l wright
809AF456	adam j schwarz
809C2B6C	shikui yan
809C8E9F	hsinchun chen
809D0878	shao fen liang
809F7AC2	xuefeng fu
80A2B74E	barak a pearlmutter
80A44A36	bruno gusmao rocha
80A450F7	shengjin wang
80A4E147	r garnier
80A5B227	yanen li
80A5C24D	jeannette yen
80A6C784	dokyum kim
80A72F92	dawei ding
80A80A05	yuning chai
80A80F72	kim loan tran thi
80A82B5A	sungjin im
80A8D360	miquel ramirez
80A95673	trang dinh dang
80AA8705	antoine girard
80ABAAD8	maria cristina ferreira de oliveira
80ACE39E	shankar r rao
80AE0E45	a steven pollitt
80AE11FE	c daniel herrera
80B054ED	noriko hara
80B081EB	sebastian blumenthal
80B0FDCD	zhengyu yin
80B272CD	laura beckwith
80B312F6	yunhong cheng
80B44927	thomas j walsh
80B5A274	hilde kuehne
80B6490B	philemon brakel
80B71DE0	claudia lehmann
80B96458	jeffrey a barnett
80BA48D3	gregory t stump
80BC8BAE	yongxin ge
80C9F201	yasuhiro hashimoto
80CA6172	byeong man kim
80CA8D5F	k c lee
80CA92E8	lourdes agapito
80CB86CF	dilip krishnan
80CCD28C	mario f m campos
80CD64C5	sejin oh
80D0782C	xinyi yin
80D15415	linda marshall
80D23A97	kenneth dwyer
80D85F3D	roni wiener
80DAC066	amine balafrej
80DB2FDF	hyun s park
80DD1C35	david kolb
80DDD75D	bikramjit banerjee
80E05423	douglas b orr
80E087E1	andrew dillon
80E2AC18	lee m molho
80E530F3	phuay hui low
80E7373C	robert
80E9244F	dev oliver
80EA12F0	ian ross
80EBC4C0	minming li
80F03CAF	fredrik johansson
80F13EE4	yasunori ishii
80F4C5A4	jan nikodem
80F69823	chi keung tang
80F72E90	cong yang
80F7462A	jitesh shetty
80F93349	matthieu maitre
80F959EC	yankai lin
80FAA2A4	surajit chaudhuri
80FB5144	v chandrasekaran
80FBDA3A	william s york
810155BC	r e short
810539F1	xianghu feng
810936F9	yiqiang chen
8109C6BE	david allen
810CCCAC	simone romano
810E2380	kevin smith
8113B7DA	arturo ribes
8113D7AE	maria f paz
81171DAB	zhangzhi hu
8118CD8C	clifford r hollander
8118D9C3	gang song
811ADF69	haikun wei
811AF5B2	glaucio jose couri machado
811B5AAE	v b naik
811BD523	tom van den broek
811C8ADA	nigel allinson
811D3309	shikai liu
811EE3E2	myle ott
8120808A	desheng wang
812142DB	frederick garcia
8121C987	tohru saito
812267FD	martin aleksandrov
8122680F	chai kiat yeo
81228E36	peter reid
8126BB01	belen masia
8126CEA3	james d park
8129AB30	alexandra ioana oncu
812A6DB4	zhe wang
812B8554	carol van essdykema
812D284E	ifei chen
812D3BEA	fei dai
812F0D48	m r heath
8130A233	michael s hansen
81328BDD	david vernon
8132AAE4	joe marks
8134C7BD	guy taylor
8135A5CD	daniel c lee
813B22ED	lei wang
813E7D63	line h clemmensen
813F3196	r h fuller
814019DB	chen xiang
814099F3	christopher j merz
814222BF	murray grossman
81437FDD	scott miller
8143BD45	william s fisher
814B955B	pierre derian
814C1C02	erik hanson
814C58B0	ilya o tolstikhin
814C5F36	j michael herrmann
814C8F5E	damian black
814D75C8	yinglin wang
814E418B	jaehee you
815010F1	cedric dumoulin
8151A612	ricardo bianchini
81527CD2	zhandong liu
81567E1F	andreas schroeder
8156D194	tengfei ma
815703B8	vikas k garg
81583A41	mingyuan zhou
81589516	yihong gong
8158B61C	mark edwin frisse
815ABBF4	johanna moore
815AE86C	freddy y y choi
815C5199	laura zavala
815C7467	karen e huff
815E03FA	jinwen ma
8160A3F9	paul c davis
8161298B	t sato
816214F2	zhuoyan li
81654DE8	mingyu guo
8165E575	qi yu
8167B0E3	thomas r collins
81692F4D	yisen wang
8169566D	michelle coleman
816A9D6E	paul weng
816B5CB8	johannes heinrich
81712451	andrew m finch
8176A818	federico bartoli
81785402	woochul shin
8179E4AE	jiri cermak
817E03C2	sajina raj
81819564	andrew naishguzman
81849D91	christian darken
8186E757	adeline leblanc
8195BDA9	michael morrow
81980469	stefanos manganaris
819AF59A	karthikeyan umapathy
819C792D	antoine amarilli
81A04D64	howard hathaway aiken
81A20DC5	matthew johnson
81A6089C	jamal bentahar
81ACFA61	dennis kibler
81B18566	kristen summers
81B53FE3	j a miller
81B90C50	c kohlhoff
81BC8CC1	jeff edwards
81BD57E9	can erdogan
81BD6793	andrew vazsonyi
81BDAFE8	mirjana spasojevic
81C4F3CD	shailesh kumar
81CD4A18	toyohashi univercity
81D4CFE6	qasim zaidi
81D83540	bipin indurkhya
81DDFA9C	aristotle spyropoulos
81E68EE3	min wu
81E7A111	alejandro perezyus
81F1598E	hemantha ponnuru
81F17AC6	tomoko ozeki
8200B607	william rodman shankle
8207C3C5	sheng guo
820E93BE	paul n corey
82118EEC	qingxuan shi
8212C1A5	jia wang
821A4BA7	sreeram kannan
821B01DB	sei ikeda
8222FA3F	robin cohen
8229D7C6	minyong xie
8233BDF0	mike chrzanowski
823F97B2	hiraishi wakamatsu
824A5AD2	narahari yadati
824B1A8E	juha karhunen
824E371A	christof koch
82507FF3	linnan liu
8252EBE8	guy a m de pauw
825D666C	j creusefond
825F192C	hajime tanaka
82646F27	ralph fink
826E74DD	marcandre ameller
82708242	fiona s l brinkman
8271E9A0	jesus ariel carrascoochoa
8278B8B7	deepak kapur
8282907C	a pal
8288C30B	daniel barbara
828AA95B	thanh tran
828CF69B	edward hoenkamp
828D2EB5	ru fang
8294803E	yang cao
829634D4	saadia malik
82976718	gang wang
829AC5CD	a freudenthal
829F855F	pengfei zhao
82A96F0A	bo markussen
82AEF515	ian cloete
82B43DDD	m l speck
82B66528	david barber
82BD152C	keun ho ryu
82C020DD	michael m skolnick
82C3F6CA	r c sharma
82C450A0	qing tao
82C89275	cliff moore
82C8A989	judea pearl
82CC8F8C	ryan skraba
82CE27FD	mikkel n schmidt
82D30A10	t w offield
82D780A0	young man cho
82D97650	gerard t capraro
82DE89E9	sharnnia artis
82E4DBDE	stephen d bay
82E76A21	dmytro shlezinger
82EDC3A6	y y xu
82EECE24	s a butler
82EF5B8E	franck cotton
82F1F3E5	yuko sakaida
83009096	kenny h lim
83045E77	bryan smith
830D1590	s chaudhuri
830DFE8A	t papdopoulo
830F72EB	weiyun yau
831279AF	pushmeet kohli
831EDDB5	f pereira
83202A03	ayellet tal
8321952F	fahdi kanavati
83222697	earl j wagner
83243799	univertitat tubingen
83311032	david s hardin
8337CBC1	laiwrence robertson
83387C2B	michel hennent
8338DB5F	nishant shobhit
833FD7CB	tom yeh
8347242D	kenichi kobayashi
834DAE3E	michael saltertownshend
83551A36	xiaohu zhang
835B4DF3	kuntal sengupta
835F4721	joseph y halpern
836618B9	william bialek
8372CD88	ulrich ruckert
837981C5	elliot soloway
837BA29A	yutaka sasaki
838B439C	ivy kwok
838C5759	pekka rantalankila
838CAE7D	kamesh munagala
83959EA0	rolf backofen
839B35CD	timothy c havens
83AD7766	tomer koren
83B32C88	hadi mohasel afshar
83BA5095	guan aihong
83BC0C0D	grzegorz swirszcz
83C64931	neil j hurley
83C75D4C	shigenobu kobayashi
83C93DDF	andrew kehler
83CCC175	richard e turner
83CF277A	daniel dvorak
83D120EF	matus telgarsky
83D7C148	nasrin taghizadeh
83DD4FC4	grace hui yang
83DE9869	roman filipovych
83E5EDCD	kayhan batmanghelich
83F38346	thomas barth
83F3CC9D	jeremy z kolter
83F4AC24	motoi iwata
83F64A5E	philip c treleaven
83F7D082	schwartz
83F7E6EC	bruce h mccormick
83FA96E6	yasir latif
83FEE3A5	rene schuffny
84028F3B	masahiko inami
840CEC33	aman ganesh
8411619D	sindhu raghavan and raymond j mooney
8416D517	olivier cappe
84181979	matt gerber
841D0D80	takanori okubo
8420B5C3	jake m hofman
842F922A	qing he
8430C864	zhihong zhang
843A53B6	dongping li
8441D48F	j van de weije
844FC404	richard f lyon
8451132C	rajeev sharma
8454F34D	j t p yao
8456F607	james a ritcey
845B634C	ralf kusters
84605339	hugh m cartwright
8461D5EC	laurent el ghaoui
846655F5	l a shmelev
8468A2D7	chuchart pintavirooj
8469CACA	maria jakovljevic
846BA1FF	nizar bouguila
8472C23C	vanathi gopalakrishnan
8472C3E7	darrell l ward
847339D4	neel sundaresn
84757871	saulan lee
84776E37	siddhartha bhattacharyya
84782EA8	ni wang
847877D1	giuliano mega
8479AA03	matt cutler
8479DF3D	annamari martinviita
847A77E0	theodore h kehl
847A8D93	razvan bunescu and raymond j mooney
847B647A	vivek ramamurthy
847E8989	ertunc erdil
847EBF00	lin padgham
84811E07	chiihian lou
848163A1	daniel hammarin
84819E37	mark frank
848205E4	mohsen fadaee
8482EDA2	hanbing liu
848632F2	jinyao wen
8487C5F3	phyo thiha
8487CD97	eors n ferentzy
84883AF2	jonathan read
8489EC41	j a githens
848A798E	karen smith catlin
848B934B	shawndra hill
848BFB25	j s sicko
848C0F91	ioannis rigas
848FBFCA	mark auerbach
849085B9	branzoi
849405CD	ben ferber
84944F04	samuel d stearns
8494C726	daniel prusa
849555CC	prashant p reddy
84966C54	sean mealin
8496D167	j c shaw
8499E95D	wei wang
849AC517	j l owings
849BC1CE	meng qu
849C1E74	j svigals
849D3370	chung h sung
849E24BF	kay yu
849F2EF4	logan niehaus
849FAAAC	maurizio pilu
84A2505F	jane olmer
84A252EE	jeff ellen
84A2694B	verdon r walker
84A2E629	olivia kotsopoulos
84A320CA	miroslaw malek
84A37DBC	madson g diniz
84A39717	s pradeep
84A4DE9F	r k richards
84A4E00F	g w schultz
84A509AF	b khaleghi
84A6F1BA	moshe lichman
84A82285	z gao
84A8351A	manmatha
84A877AB	d coffman
84A912A0	cherkassky
84A91F33	steve luis
84A964EC	scott wilson
84A973E0	akshay patil
84AA09D1	natasa milic frayling
84AA7FB6	ananth nath talla
84ABC0C1	lin yun
84ABC7A6	ryan king
84ACADFA	peiyun hseuh
84ACEB33	qiang zhang
84ADBED3	multiobject detection
84AE0069	nemanja spasojevic
84AF7035	yue lu
84B0F714	arnaud lallouet
84B1A336	ling su
84B26919	nister
84B392B8	yury logachev
84B66BE8	john lamping
84B89BC4	kishore sandararajan
84B8F3DE	takeshi masuda
84B9EE03	robert e chapman
84BB1A9D	p l rrashmi
84BBF7C9	xiuwen yi
84BDE84F	violeta damjanovi
84BE421F	stenger
84BEBF42	myra spilopoulou
84BEC664	erik merkus
84BF9A44	raffi kharchakdjian
84C582CE	xingguo li
84C77E20	dandan chen
84C8CCD5	ganeshapillai gartheeban
84C97DDE	eric pinson
84CAB009	d i bostwick
84CACD73	yu zhang
84CACD8E	ankit daftery
84CB7080	william g underhill
84CC1B32	jan vandekerckhove
84CC7F3D	w t hunter
84CF1F41	rui li
84CFFCDA	herodotos herodotou
84D10309	matthew reardon
84D1AFBF	kaixiang miao
84D2B1DE	periyasamy balasubramanian
84D3A29D	yohay kaplan
84D3BA69	marvin s white
84D64FA9	trilok manocha
84D68E6E	orhan camoǧlu
84D70164	faiez gargouri
84D8E813	siyu xia
84D951F4	shawn horvatic
84D9DB01	mara abel
84D9F27A	j w leas
84DF3140	ben sapp
84DF9EFB	pajdla
84E19554	david j bastyr
84E256E0	david m gibson
84E26255	kurt f fischer
84E2B66B	y h ng
84E32736	junyi luan
84E3D5B5	j garcia miro
84E6DFFF	neel guha
84E7C3C9	neuenschwander
84E8237B	w a schwomeyer
84E99481	caputo
84EC33E6	floyd steele
84ECA111	pekka koskenkorva
84ECD7AD	robert a schumacker
84ECF632	ian underwood
84ED5309	a r barton
84EF24C9	w lam phd acm mieee
84F2D2B4	robert l kusik
84F2E035	jieying she
84F30673	shari jackson
84F35ED6	nuria brunet
84F3F216	katherine pauls
84F6F08E	hideki kashioka
84F777CB	tafko saracevic
84F81261	osadchy
84F840D7	victor riley
84FAF733	rodney d nielsen
84FB3AB2	benjamin i p rubinstein
84FB713F	yujie he
84FB9497	zhisheng li
84FBA38F	meng zhang
84FE2D0C	jose a rodriguez serrano
84FE51FE	sitapa rujikietgumjorn
84FE6411	christiane kamdem kengne
85005D73	tsunghao hsu
8500C6D0	vadim eisenberg
85011081	s yuan
85014213	regina peldszus
850229D1	kondela solo emmanuel
8502625B	laurianne sitbon
85030AF0	p r kennicott
85039A64	kari autio
85045FAA	yue wu
8506888F	qin xiameng
85070D1E	kimia
8508E8DC	sochen
85093BD7	robert pasley
850CE66D	hermann schmid
850E05A4	bas jansen
850E1EF0	werner du buisson
85114CC7	rajesh anandan
85121B86	suman karumuri
85126DA3	edward r coady
8512BAFB	paul j phillips
8513E7B6	jiajun lu
8514B916	saliha azzam
85153936	peter f schneider
85180AA3	xiangyang zhou
8518371A	yan yu
85184573	mary miller
851EA590	alessandro artale
851F6E1B	emmanuel nowak
8521EA73	gregory m cooper
852228FA	panagiotis g ipeirotis
8524FB6A	michael de la mazza
852585DE	bobby nazief
8527E28F	stephen jose hanson
852CAB71	jun xiao
852D64C8	lockheed martin
85314B63	bruno cernuschifrias
8531650B	kent smith
85326BEE	wolfgang muller
8534CB96	luis e anidorifon
8535273D	ioannis caragiannis
85394BFC	frederic garcia
853B3623	nicholas brunetto
853B465B	kyungnam kim
853C6DEF	jeanfrancois tomb
853CE69B	ke yang
853D4696	jeffrey a goldman
853EDFB2	tiago simas
8540B51D	manfred glesner
8541309C	j l mitchell
85466FA6	weixue lu
85481854	jun yang
85484C0A	peter mason
8549D944	bo hu
854A8CA2	kiyoshi asai
854AB60A	hao zhang
854AF81B	martha e pollack
855021C2	d a lewis
85509F47	gang xu
8550BCCF	dominique van der straeten
8554CFA5	adel bibi
85558C26	liping liu
855A9F86	jianxin sun
855B1A5F	christos ampatzis
855B5DF0	andrew rabinovich
855B83ED	kosuke fukumasu
855D06EE	kah kay sung
855E8669	j r lowe
85654EFD	jey ngole
85661C87	chen chen
85692527	matthew brown
85694F76	casey lengacher
856CD001	graham finlayson
856DE02A	s o hubner
856ECA0F	xiao han
856FE13E	stefan muller
8571D13A	ming zeng
8575276F	yangtuo peng
8575A37E	hao zhang
85782CB1	l dekker
857A5B6C	william s havens
857B6DD5	eduardo f morales
857BBBC2	javier bravo
857C5A5C	christopher g wilson
857D3D3D	bhavani thuraisingham
857E17B3	wei li
858207B1	benito van der zander
85822490	wei zhang
8589124C	robert h thompson
858CB092	navin goyal
858CE2A9	xiaoguang lu
8591EFFF	duong nguyen
85971E72	tao sun
85975E46	claudia wagner
859965EB	jacob thebaultspieker
859D49B0	yoram singer
85D9A74B	umar nadeem
85E518F2	rosie jones
85E5AB14	ramachandruni sandeep
85F14A90	kenneth o stanley
85F87E79	soumen chakrabarti
85FA82E3	issei sato
85FA8C96	gerd hirzinger
860171DC	ramesh raskary
86030540	norman k sondheimer
8604ED70	dan steinberg
86053B0E	xianqiu li
8605A307	robert czajkowski
8608B0D3	kim
8608F40C	stephen clark
860C7A87	paolo turrini
860DFF25	stephanie j cammarata
8610413D	sunil simon
86105520	michael riley
861119E9	franck gechter
86139F54	ryan johnson
8618213B	nabil derbel
861B3FF5	brij masand
861EF549	bruno crespi
861F0F6A	feng wang
861F6E8D	arnaud rykner
861FB3B4	ashima arora
861FC155	zeynep orhan
86203BC8	evimaria terzi
86204B08	stephen a fisher
862124A2	decheng dai
86216858	rupayan basu
86219D7B	maria sukhareva
86229AA8	kenji mase
8622BDDB	brian kelly
8622DBEE	barbora vidova hladka
8623271C	h vogel
8623EE20	luc steels
86243B06	alexander gelbukh
86246AD1	liat eindor
86246E01	tobias scheffer
862612DF	stephan vogel
86268A9E	rich caruana
86271BCF	dan suciu
86271E0B	jacob bien
862773AF	l mandow
862828E3	claudiney v ramos
8629760D	kareem darwish
86299BF3	y zhang
8629F08F	sebastian arzt
862A8533	eugenio pamela jordan
862AAF6A	christian bessiere
862B1F02	xiaodi hou
862BA726	phakpoom chinprutthiwong
862BE48E	james allen
862C09A6	yves trousset
862C1794	celso brunetti
862C266F	takeshi abekawa
862C2AD2	dershung yang
862C53D8	florian richoux
862C623B	akira imai
862C9904	chloe kiddon
862CB910	guangyong chen
862CE1F0	houda bouamor
862D1C2B	slav petrov
862D45E1	jeremy kubica
862DC9E7	jens mueller
862E05D8	m bembassat
862F70EE	gerald estrin
862F8FF7	a singh
862FA34C	ugo v boscain
862FA5A6	karl n levitt
862FE679	shili xu
8630A517	antonios anastasopoulos
8632B755	luis francisco sanchez merchante and yves grandvalet and gerrad govaert
8632EEF8	l i binyang
86331B1B	dave raggett
8633C18F	antonio morales
863413E4	xiaofeng wu
863428F1	fernando martin
86343F6A	eric xing
8634C54F	marvin w luttges
8634D133	laurent catach
8634FD83	ignacio iacobacci
8635C21C	r chu
86363E7E	balaraman ravindran
86378739	thomas kailath
8638005A	martin korner
86380ED3	yanhui guo
8638736F	scott aaronson
86387F59	carlos ramisch
863884AA	jeongwoo oh
8639062B	amitava das
86391C5D	prashant gandhi
86394C81	kentaro hanaki
86398CCB	rodolfo delmonte
8639F02B	tom fawcett
863AFCFB	sriramkumar balasubramanian
863B5A74	roland kluge
863B8500	michael j wolverton
863C391F	kevin p murphy
863C8AD0	damiano spina
863EED4C	simone paolo ponzetto
0054729F	punpiti piamsanga
005BB85F	rodrigo travitzki
00D5AA97	hanno scharr
010A3BE4	christian borgelt
010A9592	arnaldo carrenofuentes
010EE82C	gabriel taubin
0168559C	minh daotran
018D3BF5	yao ligen
01F77A43	daniel christinaz
0201FEDB	katherine ognyanova
020F834B	djelloul ziadi
0220708B	martin scaiano
0266F041	antonella gaillardcorvaglia
026FD467	markus strohmaier
02A23A26	bennett kankuzi
02D2E5B7	arne suppe
02DF8E87	nader vadiee
037D2715	burcu karagolayan
03ADC944	william a ruh
03C04753	karim lekadir
03DEAE29	dale a schoenefeld
03E8E0F8	irit katriel
03FB9AC6	nicu sebe
04163286	andrew ortony
0435C920	solange lemaichenevier
044852C3	raja sooriamurthi
044B0BCD	fabrice ambert
046D84CE	enrico rukzio
048EF0B0	ilija zeljkovic
04AC541B	lorenzo seidenari
04C562AD	florian bourse
04E07990	tanja joerding
04F201FE	gunnar farneback
05063292	elmer sandvad
056E31B3	boyan a onyshkevych
057C096C	arun k pujari
059B148E	panagiotis g ipeirotis
05BFC315	anthony stirtzinger
05FF911F	suzan verberne
065623BB	rene banaresalcantara
0664C4C9	victor gutierrezbasulto
066D0AF7	mark hasegawajohnson
06B334C4	laurens r leerink
06BEC4B7	haytham elghazel
06D849B7	konstantinos kleisouris
06F62479	tillman weyde
071AB5C4	christian fluhr
072B9F32	werner trobin
0745838F	yedid hoshen
077CB0E1	fethi a rabhi
079D0CDB	georges r harik
07AC3D6F	baptiste charmette
07D20B58	tor kvernvik
07DD7925	luc dehaspe
07FD7A12	ahmad darabiha
084CA315	toni gruetze
0854B039	alvaro cortescalabuig
08986B73	itziar aldabe
091E1E3C	eric vatikiotisbateson
093BF2F8	babak hassibi
096B976C	argyrios deligkas
09F1E4E3	damiano brigo
0A2D6AE8	chris drome
0A620B81	david a plaisted
0BB1F3FD	nobuyuki ichiyoshi
0C1A4C74	paul schliekelman
0C1CD361	christian j darken
0C288509	louis n ridenour
0C3ECCAF	geza gyorgyi
0C7C71CE	kiichi urahama
0C87CAB3	gaby hayun
0C9B4D5F	leo egghe
0CC5A3B3	andruid kerne
0CD95859	s d hordley
0CE158B7	markus stumptner
0CE86C52	andreas kathol
0D119AF9	shi yuanchun
0D3574E9	john h boose
0D4089F3	simon overell
0D576A68	idan dershowitz
0D60F680	gerhard austaller
0D66E096	meghna lowalekar
0D80A751	francis wolinski
0D82DF55	salih burak gokturk
0D989300	jan struyf
0D9D003E	kevin cannons
0DC67D9A	amanda vizedom
0DC76BC4	olga vesselova
0DCEA01A	roberto giacobazzi
0DFCD201	ellen spertus
